family,model,condition,run_name,step,epoch,loss,learning_rate,grad_norm,source
qwen3,Qwen3-0.6B,unfused,qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,5500,0.11223917147084332,3.397,8.877823806705711e-05,7.09375,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-49003/trainer_state.json
qwen3,Qwen3-0.6B,unfused,qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,6000,0.12244273251364726,3.3515,8.77578923739363e-05,8.5,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-49003/trainer_state.json
qwen3,Qwen3-0.6B,unfused,qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,6500,0.1326462935564512,3.3291,8.673754668081546e-05,8.375,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-49003/trainer_state.json
qwen3,Qwen3-0.6B,unfused,qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,7000,0.14284985459925514,3.2918,8.571720098769463e-05,7.5,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-49003/trainer_state.json
qwen3,Qwen3-0.6B,unfused,qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,7500,0.15305341564205907,3.2693,8.46968552945738e-05,6.75,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-49003/trainer_state.json
qwen3,Qwen3-0.6B,unfused,qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,8000,0.16325697668486303,3.2364,8.367650960145299e-05,7.46875,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-49003/trainer_state.json
qwen3,Qwen3-0.6B,unfused,qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,8500,0.17346053772766695,3.1909,8.265616390833215e-05,8.875,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-49003/trainer_state.json
qwen3,Qwen3-0.6B,unfused,qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,9000,0.1836640987704709,3.1829,8.163581821521131e-05,8.0625,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-49003/trainer_state.json
qwen3,Qwen3-0.6B,unfused,qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,9500,0.19386765981327483,3.1697,8.061547252209048e-05,7.53125,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-49003/trainer_state.json
qwen3,Qwen3-0.6B,unfused,qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,10000,0.20407122085607876,3.1463,7.959512682896966e-05,6.75,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-49003/trainer_state.json
qwen3,Qwen3-0.6B,unfused,qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,10500,0.21427478189888272,3.1303,7.857478113584883e-05,11.3125,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-49003/trainer_state.json
qwen3,Qwen3-0.6B,unfused,qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,11000,0.22447834294168664,3.1191,7.7554435442728e-05,8.8125,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-49003/trainer_state.json
qwen3,Qwen3-0.6B,unfused,qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,11500,0.2346819039844906,3.099,7.653408974960717e-05,9.125,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-49003/trainer_state.json
qwen3,Qwen3-0.6B,unfused,qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,12000,0.24488546502729452,3.1044,7.551374405648635e-05,7.1875,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-49003/trainer_state.json
qwen3,Qwen3-0.6B,unfused,qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,12500,0.2550890260700985,3.0935,7.449339836336551e-05,5.3125,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-49003/trainer_state.json
qwen3,Qwen3-0.6B,unfused,qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,13000,0.2652925871129024,3.0811,7.347305267024468e-05,6.71875,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-49003/trainer_state.json
qwen3,Qwen3-0.6B,unfused,qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,13500,0.27549614815570633,3.0708,7.245270697712385e-05,8.375,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-49003/trainer_state.json
qwen3,Qwen3-0.6B,unfused,qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,14000,0.2856997091985103,3.032,7.143236128400303e-05,12.6875,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-49003/trainer_state.json
qwen3,Qwen3-0.6B,unfused,qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,14500,0.29590327024131424,3.0467,7.04120155908822e-05,5.9375,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-49003/trainer_state.json
qwen3,Qwen3-0.6B,unfused,qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,15000,0.30610683128411814,3.0495,6.939166989776137e-05,7.6875,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-49003/trainer_state.json
qwen3,Qwen3-0.6B,unfused,qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,15500,0.3163103923269221,3.0194,6.837132420464052e-05,11.625,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-49003/trainer_state.json
qwen3,Qwen3-0.6B,unfused,qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,16000,0.32651395336972605,3.0206,6.73509785115197e-05,6.375,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-49003/trainer_state.json
qwen3,Qwen3-0.6B,unfused,qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,16500,0.33671751441252995,2.9999,6.633063281839888e-05,10.6875,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-49003/trainer_state.json
qwen3,Qwen3-0.6B,unfused,qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,17000,0.3469210754553339,3.026,6.531028712527804e-05,6.0,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-49003/trainer_state.json
qwen3,Qwen3-0.6B,unfused,qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,17500,0.35712463649813786,3.0227,6.428994143215721e-05,7.0625,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-49003/trainer_state.json
qwen3,Qwen3-0.6B,unfused,qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,18000,0.3673281975409418,3.0028,6.32695957390364e-05,9.0,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-49003/trainer_state.json
qwen3,Qwen3-0.6B,unfused,qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,18500,0.3775317585837457,2.9817,6.224925004591557e-05,6.5625,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-49003/trainer_state.json
qwen3,Qwen3-0.6B,unfused,qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,19000,0.38773531962654967,2.9726,6.122890435279472e-05,11.375,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-49003/trainer_state.json
qwen3,Qwen3-0.6B,unfused,qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,19500,0.3979388806693536,2.9707,6.02085586596739e-05,7.15625,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-49003/trainer_state.json
qwen3,Qwen3-0.6B,unfused,qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,20000,0.4081424417121575,2.9673,5.918821296655307e-05,5.5625,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-49003/trainer_state.json
qwen3,Qwen3-0.6B,unfused,qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,20500,0.4183460027549615,2.9722,5.816786727343224e-05,6.0,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-49003/trainer_state.json
qwen3,Qwen3-0.6B,unfused,qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,21000,0.42854956379776543,2.9543,5.714752158031141e-05,8.5625,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-49003/trainer_state.json
qwen3,Qwen3-0.6B,unfused,qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,21500,0.4387531248405694,2.9551,5.612717588719059e-05,12.8125,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-49003/trainer_state.json
qwen3,Qwen3-0.6B,unfused,qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,22000,0.4489566858833733,2.9539,5.510683019406976e-05,11.0625,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-49003/trainer_state.json
qwen3,Qwen3-0.6B,unfused,qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,22500,0.45916024692617724,2.9487,5.408648450094892e-05,10.4375,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-49003/trainer_state.json
qwen3,Qwen3-0.6B,unfused,qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,23000,0.4693638079689812,2.9209,5.306613880782809e-05,7.9375,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-49003/trainer_state.json
qwen3,Qwen3-0.6B,unfused,qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,23500,0.4795673690117851,2.9233,5.2045793114707265e-05,6.34375,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-49003/trainer_state.json
qwen3,Qwen3-0.6B,unfused,qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,24000,0.48977093005458905,2.9292,5.1025447421586434e-05,10.0625,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-49003/trainer_state.json
qwen3,Qwen3-0.6B,unfused,qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,24500,0.499974491097393,2.9128,5.000510172846561e-05,11.375,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-49003/trainer_state.json
qwen3,Qwen3-0.6B,unfused,qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,25000,0.510178052140197,2.9207,4.898475603534477e-05,5.0625,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-49003/trainer_state.json
qwen3,Qwen3-0.6B,unfused,qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,25500,0.5203816131830009,2.9077,4.796441034222395e-05,7.4375,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-49003/trainer_state.json
qwen3,Qwen3-0.6B,unfused,qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,26000,0.5305851742258048,2.9063,4.694406464910312e-05,6.46875,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-49003/trainer_state.json
qwen3,Qwen3-0.6B,unfused,qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,26500,0.5407887352686087,2.9068,4.592371895598229e-05,7.84375,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-49003/trainer_state.json
qwen3,Qwen3-0.6B,unfused,qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,27000,0.5509922963114127,2.8935,4.4903373262861456e-05,8.5,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-49003/trainer_state.json
qwen3,Qwen3-0.6B,unfused,qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,27500,0.5611958573542166,2.9048,4.388302756974063e-05,7.15625,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-49003/trainer_state.json
qwen3,Qwen3-0.6B,unfused,qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,28000,0.5713994183970206,2.8832,4.28626818766198e-05,7.21875,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-49003/trainer_state.json
qwen3,Qwen3-0.6B,unfused,qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,28500,0.5816029794398245,2.8923,4.184233618349897e-05,8.5625,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-49003/trainer_state.json
qwen3,Qwen3-0.6B,unfused,qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,29000,0.5918065404826285,2.8884,4.082199049037814e-05,6.78125,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-49003/trainer_state.json
qwen3,Qwen3-0.6B,unfused,qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3,29500,0.6020101015254323,2.8936,3.9801644797257316e-05,5.90625,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/models/qwen3_0p6b_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-ep1-gpu4-r3/checkpoint-49003/trainer_state.json
